id,year,month,date,lease_commence_date,remaining_lease,remaining_lease_months
29675,2018,6,2018-06,2000,81 years,972
29676,2018,6,2018-06,2001,82 years 05 months,984
29677,2018,6,2018-06,2001,82 years 04 months,984
29678,2018,6,2018-06,2005,85 years 08 months,1020
29679,2018,6,2018-06,2004,85 years 05 months,1020
29680,2018,6,2018-06,1999,80 years 06 months,960
29681,2018,6,2018-06,2004,84 years 08 months,1008
29682,2018,6,2018-06,1999,80 years 04 months,960
29683,2018,6,2018-06,2001,81 years 11 months,972
29684,2018,6,2018-06,2003,84 years,1008
29685,2018,6,2018-06,2001,81 years 10 months,972
29686,2018,6,2018-06,2002,83 years 05 months,996
29687,2018,6,2018-06,2000,81 years 02 months,972
29688,2018,6,2018-06,1999,80 years 01 month,960
29689,2018,6,2018-06,2001,81 years 08 months,972
29690,2018,6,2018-06,2006,86 years 09 months,1032
29691,2018,6,2018-06,2003,83 years 11 months,996
29692,2018,6,2018-06,2002,83 years 03 months,996
29693,2018,6,2018-06,2001,81 years 09 months,972
29694,2018,6,2018-06,2012,93 years 04 months,1116
29695,2018,6,2018-06,2012,93 years 05 months,1116
29696,2018,6,2018-06,2012,93 years 05 months,1116
29697,2018,6,2018-06,2001,81 years 07 months,972
29698,2018,6,2018-06,2012,93 years 05 months,1116
29699,2018,6,2018-06,2001,81 years 08 months,972
29700,2018,6,2018-06,2012,93 years 05 months,1116
29701,2018,6,2018-06,2015,96 years,1152
29702,2018,6,2018-06,2001,82 years 02 months,984
29703,2018,6,2018-06,2000,81 years 01 month,972
29704,2018,6,2018-06,2001,82 years 06 months,984
29705,2018,6,2018-06,1998,79 years 07 months,948
29706,2018,6,2018-06,2000,81 years 01 month,972
29707,2018,6,2018-06,2003,84 years,1008
29708,2018,6,2018-06,2001,82 years 05 months,984
29709,2018,6,2018-06,2001,82 years 03 months,984
29710,2018,6,2018-06,2000,81 years 02 months,972
29711,2018,6,2018-06,2001,82 years 06 months,984
29712,2018,6,2018-06,2003,84 years,1008
29713,2018,6,2018-06,2001,82 years 03 months,984
29714,2018,6,2018-06,1998,79 years 07 months,948
29715,2018,6,2018-06,1998,79 years 06 months,948
29716,2018,6,2018-06,2001,82 years,984
29717,2018,6,2018-06,2003,84 years,1008
29718,2018,6,2018-06,2003,84 years,1008
29719,2018,6,2018-06,1984,65 years 04 months,780
29720,2018,6,2018-06,1985,65 years 09 months,780
29721,2018,6,2018-06,1984,65 years 07 months,780
29722,2018,6,2018-06,1984,65 years 07 months,780
29723,2018,6,2018-06,1985,66 years 06 months,792
29724,2018,6,2018-06,1988,69 years 07 months,828
29725,2018,6,2018-06,1978,58 years 11 months,696
29726,2018,6,2018-06,1985,65 years 09 months,780
29727,2018,6,2018-06,1985,66 years 06 months,792
29728,2018,6,2018-06,1986,67 years 02 months,804
29729,2018,6,2018-06,1985,66 years 03 months,792
29730,2018,6,2018-06,1985,66 years,792
29731,2018,6,2018-06,1988,69 years 03 months,828
29732,2018,6,2018-06,1992,73 years 06 months,876
29733,2018,6,2018-06,1997,78 years 06 months,936
29734,2018,6,2018-06,1997,77 years 11 months,924
29735,2018,6,2018-06,1997,78 years 01 month,936
29736,2018,6,2018-06,1984,65 years 07 months,780
29737,2018,6,2018-06,1985,66 years 05 months,792
29738,2018,6,2018-06,1986,66 years 08 months,792
29739,2018,6,2018-06,1989,69 years 09 months,828
29740,2018,6,2018-06,1989,69 years 11 months,828
29741,2018,6,2018-06,1989,69 years 07 months,828
29742,2018,6,2018-06,1992,73 years 05 months,876
29743,2018,6,2018-06,1985,66 years 02 months,792
29744,2018,6,2018-06,1992,73 years 05 months,876
29745,2018,6,2018-06,1989,69 years 08 months,828
29746,2018,6,2018-06,1986,67 years 05 months,804
29747,2018,6,2018-06,1987,67 years 09 months,804
29748,2018,6,2018-06,1992,73 years 05 months,876
29749,2018,6,2018-06,1992,73 years 05 months,876
29750,2018,6,2018-06,1998,79 years,948
29751,2018,6,2018-06,1987,68 years,816
29752,2018,6,2018-06,1986,67 years 02 months,804
29753,2018,6,2018-06,1987,67 years 08 months,804
29754,2018,6,2018-06,1985,65 years 09 months,780
29755,2018,6,2018-06,1985,65 years 08 months,780
29756,2018,6,2018-06,1985,65 years 10 months,780
29757,2018,6,2018-06,1985,65 years 09 months,780
29758,2018,6,2018-06,1985,65 years 10 months,780
29759,2018,6,2018-06,1984,64 years 11 months,768
29760,2018,6,2018-06,1984,64 years 11 months,768
29761,2018,6,2018-06,1982,63 years 02 months,756
29762,2018,6,2018-06,1984,65 years 02 months,780
29763,2018,6,2018-06,1984,65 years 06 months,780
29764,2018,6,2018-06,1985,66 years 02 months,792
29765,2018,6,2018-06,1986,66 years 09 months,792
29766,2018,6,2018-06,1988,69 years 02 months,828
29767,2018,6,2018-06,1984,65 years 04 months,780
29768,2018,6,2018-06,1984,65 years 04 months,780
29769,2018,6,2018-06,1985,66 years 01 month,792
29770,2018,6,2018-06,1988,69 years 01 month,828
29771,2018,6,2018-06,1987,67 years 10 months,804
29772,2018,6,2018-06,1984,64 years 10 months,768
29773,2018,6,2018-06,1984,65 years 03 months,780
29774,2018,6,2018-06,1984,65 years 02 months,780
29775,2018,6,2018-06,1984,65 years 02 months,780
29776,2018,6,2018-06,1985,65 years 08 months,780
29777,2018,6,2018-06,1986,67 years 05 months,804
29778,2018,6,2018-06,1987,68 years 06 months,816
29779,2018,6,2018-06,1985,65 years 09 months,780
29780,2018,6,2018-06,1995,76 years 07 months,912
29781,2018,6,2018-06,1988,69 years 01 month,828
29782,2018,6,2018-06,1997,77 years 11 months,924
29783,2018,6,2018-06,1985,65 years 09 months,780
29784,2018,6,2018-06,1985,65 years 10 months,780
29785,2018,6,2018-06,1984,65 years 02 months,780
29786,2018,6,2018-06,1996,76 years 10 months,912
29787,2018,6,2018-06,1987,67 years 10 months,804
29788,2018,6,2018-06,1984,65 years 04 months,780
29789,2018,6,2018-06,1997,77 years 11 months,924
29790,2018,6,2018-06,1985,65 years 08 months,780
29791,2018,6,2018-06,1985,65 years 08 months,780
29792,2018,6,2018-06,1993,74 years 04 months,888
29793,2018,6,2018-06,1984,65 years,780
29794,2018,6,2018-06,1988,69 years 04 months,828
29795,2018,6,2018-06,1984,65 years 06 months,780
29796,2018,6,2018-06,1989,70 years 05 months,840
29797,2018,6,2018-06,1984,65 years 04 months,780
29798,2018,6,2018-06,1985,65 years 08 months,780
29799,2018,6,2018-06,1997,78 years 01 month,936
29800,2018,6,2018-06,1987,67 years 11 months,804
29801,2018,6,2018-06,1984,65 years 04 months,780
29802,2018,6,2018-06,1985,65 years 11 months,780
29803,2018,6,2018-06,1989,69 years 10 months,828
29804,2018,6,2018-06,1997,77 years 10 months,924
29805,2018,6,2018-06,1997,77 years 11 months,924
29806,2018,6,2018-06,1985,65 years 08 months,780
29807,2018,6,2018-06,1997,78 years 06 months,936
29808,2018,6,2018-06,1984,65 years 05 months,780
29809,2018,6,2018-06,1997,77 years 11 months,924
29810,2018,6,2018-06,1997,78 years 03 months,936
29811,2018,6,2018-06,1985,66 years 07 months,792
29812,2018,6,2018-06,1985,65 years 10 months,780
29813,2018,6,2018-06,1982,63 years 07 months,756
29814,2018,6,2018-06,1982,63 years 03 months,756
29815,2018,6,2018-06,1984,65 years 02 months,780
29816,2018,6,2018-06,1995,76 years 03 months,912
29817,2018,6,2018-06,1984,65 years 04 months,780
29818,2018,6,2018-06,1984,65 years 03 months,780
29819,2018,6,2018-06,1984,65 years 04 months,780
29820,2018,6,2018-06,1983,64 years 06 months,768
29821,2018,6,2018-06,1996,77 years 03 months,924
29822,2018,6,2018-06,1997,77 years 09 months,924
29823,2018,6,2018-06,1993,74 years 02 months,888
29824,2018,6,2018-06,1987,68 years 06 months,816
29825,2018,6,2018-06,1997,78 years,936
29826,2018,6,2018-06,1993,74 years 02 months,888
29827,2018,6,2018-06,1993,74 years 02 months,888
29828,2018,6,2018-06,1995,76 years 06 months,912
29829,2018,6,2018-06,1985,65 years 11 months,780
29830,2018,6,2018-06,1985,66 years 05 months,792
29831,2018,6,2018-06,1993,74 years 04 months,888
29832,2018,6,2018-06,1985,66 years 06 months,792
29833,2018,6,2018-06,1993,74 years 02 months,888
29834,2018,6,2018-06,1993,74 years 02 months,888
29835,2018,6,2018-06,1993,74 years 02 months,888
29836,2018,6,2018-06,1988,68 years 09 months,816
29837,2018,6,2018-06,1985,65 years 09 months,780
29838,2018,6,2018-06,1997,78 years 02 months,936
29839,2018,6,2018-06,1993,74 years 02 months,888
29840,2018,6,2018-06,1997,78 years 04 months,936
29841,2018,6,2018-06,1985,66 years 05 months,792
29842,2018,6,2018-06,1993,74 years 03 months,888
29843,2018,6,2018-06,1988,68 years 10 months,816
29844,2018,6,2018-06,1985,65 years 10 months,780
29845,2018,6,2018-06,1995,76 years 03 months,912
29846,2018,6,2018-06,1993,74 years 02 months,888
29847,2018,6,2018-06,1996,77 years 04 months,924
29848,2018,6,2018-06,1985,66 years 05 months,792
29849,2018,6,2018-06,1984,65 years 05 months,780
29850,2018,6,2018-06,1984,65 years 05 months,780
29851,2018,6,2018-06,1997,78 years 01 month,936
29852,2018,6,2018-06,1997,78 years 02 months,936
29853,2018,6,2018-06,1997,78 years,936
29854,2018,6,2018-06,1986,66 years 10 months,792
29855,2018,6,2018-06,1997,78 years 03 months,936
29856,2018,6,2018-06,1985,66 years 04 months,792
29857,2018,6,2018-06,1985,66 years,792
29858,2018,6,2018-06,1984,65 years 01 month,780
29859,2018,6,2018-06,1996,77 years 04 months,924
29860,2018,6,2018-06,2011,91 years 09 months,1092
29861,2018,6,2018-06,2011,91 years 09 months,1092
29862,2018,6,2018-06,2008,89 years 07 months,1068
29863,2018,6,2018-06,1995,76 years 07 months,912
29864,2018,6,2018-06,1986,66 years 09 months,792
29865,2018,6,2018-06,1985,66 years 06 months,792
29866,2018,6,2018-06,1986,66 years 09 months,792
29867,2018,6,2018-06,1996,76 years 07 months,912
29868,2018,6,2018-06,1985,66 years 06 months,792
29869,2018,6,2018-06,1986,66 years 08 months,792
29870,2018,6,2018-06,1985,66 years 06 months,792
29871,2018,6,2018-06,1993,74 years 02 months,888
29872,2018,6,2018-06,1993,74 years 02 months,888
29873,2018,6,2018-06,1988,69 years 04 months,828
29874,2018,6,2018-06,1985,65 years 11 months,780
29875,2018,6,2018-06,1984,65 years 04 months,780
29876,2018,6,2018-06,1984,65 years 05 months,780
29877,2018,6,2018-06,1985,65 years 10 months,780
29878,2018,6,2018-06,1988,68 years 08 months,816
29879,2018,6,2018-06,1967,48 years 01 month,576
29880,2018,6,2018-06,1968,49 years 01 month,588
29881,2018,6,2018-06,1967,48 years 01 month,576
29882,2018,6,2018-06,1970,51 years 01 month,612
29883,2018,6,2018-06,1970,51 years 02 months,612
29884,2018,6,2018-06,1971,51 years 07 months,612
29885,2018,6,2018-06,1967,48 years 01 month,576
29886,2018,6,2018-06,1969,50 years,600
29887,2018,6,2018-06,1967,48 years,576
29888,2018,6,2018-06,1967,48 years 01 month,576
29889,2018,6,2018-06,1968,49 years 01 month,588
29890,2018,6,2018-06,1970,50 years 08 months,600
29891,2018,6,2018-06,1970,50 years 07 months,600
29892,2018,6,2018-06,1971,51 years 08 months,612
29893,2018,6,2018-06,1967,48 years 01 month,576
29894,2018,6,2018-06,1970,50 years 07 months,600
29895,2018,6,2018-06,1970,51 years 01 month,612
29896,2018,6,2018-06,1968,49 years 01 month,588
29897,2018,6,2018-06,1983,64 years 01 month,768
29898,2018,6,2018-06,1973,54 years 02 months,648
29899,2018,6,2018-06,1972,52 years 07 months,624
29900,2018,6,2018-06,1967,48 years 01 month,576
29901,2018,6,2018-06,1971,51 years 07 months,612
29902,2018,6,2018-06,1972,53 years 02 months,636
29903,2018,6,2018-06,1973,54 years 02 months,648
29904,2018,6,2018-06,1984,65 years 01 month,780
29905,2018,6,2018-06,2012,93 years,1116
29906,2018,6,2018-06,2012,92 years 11 months,1104
29907,2018,6,2018-06,1973,54 years 02 months,648
29908,2018,6,2018-06,1976,56 years 11 months,672
29909,2018,6,2018-06,1984,65 years 05 months,780
29910,2018,6,2018-06,1976,56 years 11 months,672
29911,2018,6,2018-06,1973,54 years 02 months,648
29912,2018,6,2018-06,1984,65 years 05 months,780
29913,2018,6,2018-06,1973,54 years 02 months,648
29914,2018,6,2018-06,1983,64 years 06 months,768
29915,2018,6,2018-06,1989,69 years 09 months,828
29916,2018,6,2018-06,1974,55 years 01 month,660
29917,2018,6,2018-06,1984,65 years,780
29918,2018,6,2018-06,2009,89 years 11 months,1068
29919,2018,6,2018-06,1984,65 years 02 months,780
29920,2018,6,2018-06,1998,79 years 02 months,948
29921,2018,6,2018-06,2001,81 years 08 months,972
29922,2018,6,2018-06,1998,79 years 02 months,948
29923,2018,6,2018-06,1999,80 years 05 months,960
29924,2018,6,2018-06,2006,86 years 07 months,1032
29925,2018,6,2018-06,2006,86 years 08 months,1032
29926,2018,6,2018-06,1997,77 years 11 months,924
29927,2018,6,2018-06,2002,82 years 08 months,984
29928,2018,6,2018-06,2009,89 years 11 months,1068
29929,2018,6,2018-06,2009,89 years 11 months,1068
29930,2018,6,2018-06,2001,81 years 08 months,972
29931,2018,6,2018-06,1978,58 years 08 months,696
29932,2018,6,2018-06,1976,56 years 10 months,672
29933,2018,6,2018-06,1976,56 years 10 months,672
29934,2018,6,2018-06,1976,57 years 03 months,684
29935,2018,6,2018-06,1978,58 years 08 months,696
29936,2018,6,2018-06,1999,80 years 04 months,960
29937,2018,6,2018-06,2012,92 years 11 months,1104
29938,2018,6,2018-06,2012,93 years,1116
29939,2018,6,2018-06,2012,92 years 11 months,1104
29940,2018,6,2018-06,2012,92 years 11 months,1104
29941,2018,6,2018-06,2012,92 years 11 months,1104
29942,2018,6,2018-06,2012,93 years,1116
29943,2018,6,2018-06,2012,92 years 11 months,1104
29944,2018,6,2018-06,1984,65 years 02 months,780
29945,2018,6,2018-06,2012,92 years 11 months,1104
29946,2018,6,2018-06,2012,92 years 11 months,1104
29947,2018,6,2018-06,2012,92 years 11 months,1104
29948,2018,6,2018-06,2012,92 years 11 months,1104
29949,2018,6,2018-06,1993,73 years 10 months,876
29950,2018,6,2018-06,1976,56 years 10 months,672
29951,2018,6,2018-06,1974,55 years 02 months,660
29952,2018,6,2018-06,1974,55 years 02 months,660
29953,2018,6,2018-06,1976,56 years 09 months,672
29954,2018,6,2018-06,1977,58 years 01 month,696
29955,2018,6,2018-06,1982,63 years 04 months,756
29956,2018,6,2018-06,1985,65 years 11 months,780
29957,2018,6,2018-06,1985,65 years 10 months,780
29958,2018,6,2018-06,1993,73 years 11 months,876
29959,2018,6,2018-06,1985,65 years 10 months,780
29960,2018,6,2018-06,2013,94 years 06 months,1128
29961,2018,6,2018-06,2013,94 years 06 months,1128
29962,2018,6,2018-06,2015,95 years 09 months,1140
29963,2018,6,2018-06,1990,70 years 11 months,840
29964,2018,6,2018-06,2015,95 years 09 months,1140
29965,2018,6,2018-06,2015,95 years 09 months,1140
29966,2018,6,2018-06,1976,56 years 07 months,672
29967,2018,6,2018-06,1997,78 years 04 months,936
29968,2018,6,2018-06,1996,77 years 03 months,924
29969,2018,6,2018-06,1998,79 years 03 months,948
29970,2018,6,2018-06,1998,79 years 03 months,948
29971,2018,6,2018-06,1997,78 years 05 months,936
29972,2018,6,2018-06,1996,77 years 07 months,924
29973,2018,6,2018-06,1995,75 years 10 months,900
29974,2018,6,2018-06,1997,78 years 04 months,936
29975,2018,6,2018-06,1998,79 years 02 months,948
29976,2018,6,2018-06,1997,78 years 04 months,936
29977,2018,6,2018-06,1997,78 years 05 months,936
29978,2018,6,2018-06,1998,79 years 05 months,948
29979,2018,6,2018-06,1985,65 years 10 months,780
29980,2018,6,2018-06,1997,78 years 01 month,936
29981,2018,6,2018-06,1985,66 years 04 months,792
29982,2018,6,2018-06,1998,78 years 11 months,936
29983,2018,6,2018-06,1985,65 years 10 months,780
29984,2018,6,2018-06,1985,65 years 11 months,780
29985,2018,6,2018-06,2000,81 years 06 months,972
29986,2018,6,2018-06,1996,77 years 04 months,924
29987,2018,6,2018-06,2004,84 years 09 months,1008
29988,2018,6,2018-06,1999,80 years 03 months,960
29989,2018,6,2018-06,1996,77 years 01 month,924
29990,2018,6,2018-06,1997,78 years 01 month,936
29991,2018,6,2018-06,1999,80 years 01 month,960
29992,2018,6,2018-06,1997,78 years 05 months,936
29993,2018,6,2018-06,1997,78 years 04 months,936
29994,2018,6,2018-06,1985,65 years 10 months,780
29995,2018,6,2018-06,1997,78 years 01 month,936
29996,2018,6,2018-06,1998,78 years 11 months,936
29997,2018,6,2018-06,1998,78 years 08 months,936
29998,2018,6,2018-06,1998,79 years 05 months,948
29999,2018,6,2018-06,1998,79 years 03 months,948
30000,2018,6,2018-06,1997,78 years 04 months,936
30001,2018,6,2018-06,2000,81 years 05 months,972
30002,2018,6,2018-06,1996,76 years 11 months,912
30003,2018,6,2018-06,2004,84 years 10 months,1008
30004,2018,6,2018-06,1997,78 years 02 months,936
30005,2018,6,2018-06,1997,78 years 01 month,936
30006,2018,6,2018-06,1997,78 years 01 month,936
30007,2018,6,2018-06,2004,84 years 08 months,1008
30008,2018,6,2018-06,1993,74 years 04 months,888
30009,2018,6,2018-06,1987,67 years 07 months,804
30010,2018,6,2018-06,2000,81 years 04 months,972
30011,2018,6,2018-06,1996,77 years 04 months,924
30012,2018,6,2018-06,1996,77 years 05 months,924
30013,2018,6,2018-06,1998,79 years 07 months,948
30014,2018,6,2018-06,1999,79 years 08 months,948
30015,2018,6,2018-06,1997,78 years 05 months,936
30016,2018,6,2018-06,2013,94 years 01 month,1128
30017,2018,6,2018-06,1999,80 years 02 months,960
30018,2018,6,2018-06,1990,71 years,852
30019,2018,6,2018-06,1999,79 years 09 months,948
30020,2018,6,2018-06,2013,94 years 01 month,1128
30021,2018,6,2018-06,2013,94 years 06 months,1128
30022,2018,6,2018-06,1993,74 years 04 months,888
30023,2018,6,2018-06,2013,94 years 01 month,1128
30024,2018,6,2018-06,2013,94 years 06 months,1128
30025,2018,6,2018-06,1996,76 years 08 months,912
30026,2018,6,2018-06,1999,80 years 02 months,960
30027,2018,6,2018-06,2013,94 years,1128
30028,2018,6,2018-06,2013,94 years 01 month,1128
30029,2018,6,2018-06,2015,95 years 09 months,1140
30030,2018,6,2018-06,2013,94 years 01 month,1128
30031,2018,6,2018-06,2015,95 years 09 months,1140
30032,2018,6,2018-06,2013,94 years 05 months,1128
30033,2018,6,2018-06,2002,83 years 06 months,996
30034,2018,6,2018-06,1985,66 years 04 months,792
30035,2018,6,2018-06,2004,84 years 10 months,1008
30036,2018,6,2018-06,2004,84 years 08 months,1008
30037,2018,6,2018-06,2000,80 years 09 months,960
30038,2018,6,2018-06,1998,79 years 04 months,948
30039,2018,6,2018-06,2004,84 years 08 months,1008
30040,2018,6,2018-06,2003,84 years 01 month,1008
30041,2018,6,2018-06,1998,78 years 08 months,936
30042,2018,6,2018-06,1997,78 years 07 months,936
30043,2018,6,2018-06,1998,79 years,948
30044,2018,6,2018-06,2000,80 years 11 months,960
30045,2018,6,2018-06,1998,79 years 03 months,948
30046,2018,6,2018-06,1998,79 years 01 month,948
30047,2018,6,2018-06,2000,80 years 09 months,960
30048,2018,6,2018-06,2000,81 years 06 months,972
30049,2018,6,2018-06,2003,83 years 09 months,996
30050,2018,6,2018-06,2000,80 years 08 months,960
30051,2018,6,2018-06,1998,79 years 02 months,948
30052,2018,6,2018-06,2003,84 years 01 month,1008
30053,2018,6,2018-06,1997,78 years 01 month,936
30054,2018,6,2018-06,1997,78 years 07 months,936
30055,2018,6,2018-06,2000,81 years 02 months,972
30056,2018,6,2018-06,2000,81 years 02 months,972
30057,2018,6,2018-06,2000,81 years 02 months,972
30058,2018,6,2018-06,2000,80 years 09 months,960
30059,2018,6,2018-06,1998,78 years 10 months,936
30060,2018,6,2018-06,1996,77 years 01 month,924
30061,2018,6,2018-06,1996,77 years 05 months,924
30062,2018,6,2018-06,1996,77 years 02 months,924
30063,2018,6,2018-06,2002,83 years 06 months,996
30064,2018,6,2018-06,1996,76 years 09 months,912
30065,2018,6,2018-06,1985,66 years,792
30066,2018,6,2018-06,1999,80 years 03 months,960
30067,2018,6,2018-06,2003,83 years 09 months,996
30068,2018,6,2018-06,2000,81 years 04 months,972
30069,2018,6,2018-06,1998,78 years 08 months,936
30070,2018,6,2018-06,2000,81 years,972
30071,2018,6,2018-06,1998,79 years 07 months,948
30072,2018,6,2018-06,1994,74 years 08 months,888
30073,2018,6,2018-06,1996,76 years 11 months,912
30074,2018,6,2018-06,1994,74 years 07 months,888
30075,2018,6,2018-06,1999,79 years 08 months,948
30076,2018,6,2018-06,1996,77 years 06 months,924
30077,2018,6,2018-06,1996,77 years 01 month,924
30078,2018,6,2018-06,1988,69 years 02 months,828
30079,2018,6,2018-06,2001,81 years 11 months,972
30080,2018,6,2018-06,1999,80 years,960
30081,2018,6,2018-06,2000,81 years 02 months,972
30082,2018,6,2018-06,2000,81 years 01 month,972
30083,2018,6,2018-06,1998,79 years 01 month,948
30084,2018,6,2018-06,1995,75 years 08 months,900
30085,2018,6,2018-06,1988,69 years 06 months,828
30086,2018,6,2018-06,1988,69 years 01 month,828
30087,2018,6,2018-06,2000,80 years 09 months,960
30088,2018,6,2018-06,1998,79 years 02 months,948
30089,2018,6,2018-06,1997,78 years 04 months,936
30090,2018,6,2018-06,1995,75 years 11 months,900
30091,2018,6,2018-06,1995,75 years 08 months,900
30092,2018,6,2018-06,1995,75 years 10 months,900
30093,2018,6,2018-06,1994,75 years 05 months,900
30094,2018,6,2018-06,2013,94 years 02 months,1128
30095,2018,6,2018-06,1988,69 years,828
30096,2018,6,2018-06,1986,66 years 10 months,792
30097,2018,6,2018-06,1987,67 years 09 months,804
30098,2018,6,2018-06,1987,68 years 04 months,816
30099,2018,6,2018-06,1988,69 years 03 months,828
30100,2018,6,2018-06,1984,64 years 11 months,768
30101,2018,6,2018-06,1985,66 years,792
30102,2018,6,2018-06,1989,69 years 08 months,828
30103,2018,6,2018-06,1984,64 years 08 months,768
30104,2018,6,2018-06,1985,66 years 04 months,792
30105,2018,6,2018-06,1987,68 years 03 months,816
30106,2018,6,2018-06,1984,64 years 10 months,768
30107,2018,6,2018-06,1985,65 years 09 months,780
30108,2018,6,2018-06,1985,66 years 07 months,792
30109,2018,6,2018-06,1986,67 years 01 month,804
30110,2018,6,2018-06,1985,66 years 01 month,792
30111,2018,6,2018-06,1984,65 years 02 months,780
30112,2018,6,2018-06,1988,68 years 09 months,816
30113,2018,6,2018-06,1988,68 years 09 months,816
30114,2018,6,2018-06,1983,64 years 01 month,768
30115,2018,6,2018-06,1988,68 years 09 months,816
30116,2018,6,2018-06,1985,65 years 10 months,780
30117,2018,6,2018-06,1985,65 years 09 months,780
30118,2018,6,2018-06,1985,66 years 07 months,792
30119,2018,6,2018-06,1984,65 years 05 months,780
30120,2018,6,2018-06,1985,65 years 10 months,780
30121,2018,6,2018-06,1985,66 years 07 months,792
30122,2018,6,2018-06,1987,68 years 06 months,816
30123,2018,6,2018-06,2013,94 years 03 months,1128
30124,2018,6,2018-06,1985,65 years 08 months,780
30125,2018,6,2018-06,1985,65 years 09 months,780
30126,2018,6,2018-06,1985,66 years 03 months,792
30127,2018,6,2018-06,1987,67 years 10 months,804
30128,2018,6,2018-06,1988,68 years 08 months,816
30129,2018,6,2018-06,1988,69 years 03 months,828
30130,2018,6,2018-06,1985,66 years,792
30131,2018,6,2018-06,1988,69 years 01 month,828
30132,2018,6,2018-06,1986,67 years 05 months,804
30133,2018,6,2018-06,1987,67 years 11 months,804
30134,2018,6,2018-06,1978,59 years 01 month,708
30135,2018,6,2018-06,1987,68 years 03 months,816
30136,2018,6,2018-06,1983,64 years 01 month,768
30137,2018,6,2018-06,1985,66 years 07 months,792
30138,2018,6,2018-06,1982,62 years 11 months,744
30139,2018,6,2018-06,1985,66 years 02 months,792
30140,2018,6,2018-06,1988,69 years,828
30141,2018,6,2018-06,1984,64 years 08 months,768
30142,2018,6,2018-06,1982,62 years 11 months,744
30143,2018,6,2018-06,1984,65 years 07 months,780
30144,2018,6,2018-06,1985,66 years 02 months,792
30145,2018,6,2018-06,1984,64 years 10 months,768
30146,2018,6,2018-06,2001,82 years 01 month,984
30147,2018,6,2018-06,1982,63 years 01 month,756
30148,2018,6,2018-06,1987,68 years,816
30149,2018,6,2018-06,1985,66 years 04 months,792
30150,2018,6,2018-06,1987,68 years,816
30151,2018,6,2018-06,1987,67 years 11 months,804
30152,2018,6,2018-06,1986,66 years 08 months,792
30153,2018,6,2018-06,1985,66 years 02 months,792
30154,2018,6,2018-06,1987,68 years 04 months,816
30155,2018,6,2018-06,2013,94 years 03 months,1128
30156,2018,6,2018-06,1985,66 years 04 months,792
30157,2018,6,2018-06,1987,68 years 07 months,816
30158,2018,6,2018-06,1984,64 years 11 months,768
30159,2018,6,2018-06,1988,69 years 03 months,828
30160,2018,6,2018-06,1987,68 years 02 months,816
30161,2018,6,2018-06,1988,68 years 09 months,816
30162,2018,6,2018-06,1988,69 years 03 months,828
30163,2018,6,2018-06,2013,94 years 02 months,1128
30164,2018,6,2018-06,1988,69 years,828
30165,2018,6,2018-06,1988,69 years 04 months,828
30166,2018,6,2018-06,1985,66 years 04 months,792
30167,2018,6,2018-06,2012,93 years 03 months,1116
30168,2018,6,2018-06,2012,93 years 02 months,1116
30169,2018,6,2018-06,1985,66 years 03 months,792
30170,2018,6,2018-06,2012,93 years 03 months,1116
30171,2018,6,2018-06,1987,67 years 08 months,804
30172,2018,6,2018-06,2012,93 years 02 months,1116
30173,2018,6,2018-06,1988,68 years 10 months,816
30174,2018,6,2018-06,2012,93 years 02 months,1116
30175,2018,6,2018-06,2012,93 years 03 months,1116
30176,2018,6,2018-06,2012,93 years 02 months,1116
30177,2018,6,2018-06,2012,93 years 02 months,1116
30178,2018,6,2018-06,2012,93 years 02 months,1116
30179,2018,6,2018-06,1986,66 years 09 months,792
30180,2018,6,2018-06,1985,66 years 01 month,792
30181,2018,6,2018-06,1995,75 years 09 months,900
30182,2018,6,2018-06,1985,66 years 06 months,792
30183,2018,6,2018-06,1987,67 years 10 months,804
30184,2018,6,2018-06,1987,67 years 11 months,804
30185,2018,6,2018-06,1988,69 years,828
30186,2018,6,2018-06,1995,75 years 09 months,900
30187,2018,6,2018-06,1988,69 years 02 months,828
30188,2018,6,2018-06,2000,81 years 05 months,972
30189,2018,6,2018-06,1988,68 years 08 months,816
30190,2018,6,2018-06,1987,68 years 03 months,816
30191,2018,6,2018-06,1986,67 years 04 months,804
30192,2018,6,2018-06,1987,67 years 11 months,804
30193,2018,6,2018-06,1985,65 years 11 months,780
30194,2018,6,2018-06,1988,69 years 02 months,828
30195,2018,6,2018-06,1993,73 years 08 months,876
30196,2018,6,2018-06,1992,73 years,876
30197,2018,6,2018-06,1992,73 years,876
30198,2018,6,2018-06,1987,68 years 07 months,816
30199,2018,7,2018-07,1978,58 years 10 months,696
30200,2018,7,2018-07,1978,58 years 06 months,696
30201,2018,7,2018-07,1981,61 years 09 months,732
30202,2018,7,2018-07,1979,60 years,720
30203,2018,7,2018-07,1979,60 years 01 month,720
30204,2018,7,2018-07,1979,59 years 07 months,708
30205,2018,7,2018-07,1979,59 years 07 months,708
30206,2018,7,2018-07,1979,60 years 01 month,720
30207,2018,7,2018-07,1979,59 years 10 months,708
30208,2018,7,2018-07,1979,60 years 01 month,720
30209,2018,7,2018-07,1977,57 years 09 months,684
30210,2018,7,2018-07,1978,58 years 09 months,696
30211,2018,7,2018-07,1981,61 years 07 months,732
30212,2018,7,2018-07,1985,65 years 06 months,780
30213,2018,7,2018-07,1976,56 years 09 months,672
30214,2018,7,2018-07,1981,61 years 06 months,732
